nom	id	theme	description
GéométrieContient	1410090138	gestion des données spatiales	Permet de savoir si une géométrie A contient une géométrie B.
GéométrieCorrige	1410090157	gestion des données spatiales	Permet d'obtenir une version corrigée de la géométrie spécifiée.
GéométrieCouvre	1410090140	gestion des données spatiales	Permet de savoir si une géométrie A couvre une géométrie B.
GéométrieCroise	1410090341	gestion des données spatiales	Permet de savoir si deux géométries se croisent.
GéométrieDésérialiseWKT2D	1410090336	gestion des données spatiales	Construit une géométrie en 2 dimensions à partir d'une représentation textuelle au format WKT.
GéométrieDésérialiseWKTGéo	1410090335	gestion des données spatiales	Construit une géométrie en coordonnées géographiques à partir d'une représentation textuelle au format WKT.
GéométrieDifférence	1410090156	gestion des données spatiales	Renvoie la géométrie correspondant à la différence entre deux géométries.
GéométrieDifférenceSymétrique	1410090164	gestion des données spatiales	Calcule la différence symétrique entre deux géométries.
GéométrieDisjoint	1410090307	gestion des données spatiales	Permet de savoir si deux géométries sont disjointes, c'est-à-dire si leur intersection est vide.
GéométrieDistance	1410090297	gestion des données spatiales	Calcule la distance entre deux géométries.
GéométrieEgale	1410090295	gestion des données spatiales	Permet de savoir si deux géométries sont spatialement égales, c'est-à-dire si la première géométrie est incluse dans la seconde, et si la seconde est 
GéométrieEnveloppeConvexe	1410090169	gestion des données spatiales	Calcule l'enveloppe convexe de la géométrie spécifiée.
GéométrieEstContenu	1410090139	gestion des données spatiales	Permet de savoir si la géométrie A est complètement contenue dans la géométrie B (c'est-à-dire que la géométrie B contient complètement la géométrie A
GéométrieEstCouvert	1410090141	gestion des données spatiales	Permet de savoir si tout point de la géométrie A se trouve à l'intérieur ou dans le contour de la géométrie B.
GéométrieEstValide	1410090158	gestion des données spatiales	Vérifie si la géométrie spécifiée est valide au sens de la norme OGC.
GéométrieIntersecte	1410090115	gestion des données spatiales	Vérifie si deux géométries ont une intersection non vide.
GéométrieIntersection	1410090153	gestion des données spatiales	Renvoie la géométrie correspondant à l'intersection entre deux géométries.
GéométrieLongueur	1410090296	gestion des données spatiales	Calcule la longueur d'une géométrie donnée.
GéométriePérimètre	1410090168	gestion des données spatiales	Calcule le périmètre d'une géométrie donnée (polygone ou multipolygone).
GéométrieSérialiseDSV	1410090121	gestion des données spatiales	Sérialise une géométrie en utilisant le format DSV spécifié.
GéométrieSérialiseWKT	1410090108	gestion des données spatiales	Sérialise une géométrie au format Well Known Text (WKT).
GéométrieTouche	1410090114	gestion des données spatiales	Permet de savoir si deux géométries se touchent.
GéométrieUnion	1410090155	gestion des données spatiales	Renvoie la géométrie correspondant à l'union entre deux géométries.
géoRécupèreZone	1000025776	géolocalisation	Récupère les coordonnées de la zone géographique correspondant à la description.
GglCompteAssocie	1410089808	gestion du téléphone	Permet d'effectuer une authentification en un clic dans l'application avec un compte Google enregistré sur l'appareil sans avoir besoin de saisir un l
GglCompteDissocie	1410089813	gestion du téléphone	Supprime de l'appareil l'association entre l'application et le compte Google de l'utilisateur. Cette association a été effectuée précédemment avec la 
GglDriveConnecte	1410089373	Drive	Crée une connexion à un drive Google Drive.
gpwConnecteDistant	1000024855	Groupware utilisateur	Permet de se connecter à l'application via le Webservice du groupware utilisateur.
gpwListeOAuthParamètres	1000024479	Groupware utilisateur	Récupère la liste des paramètres OAuth définis pour le groupware utilisateur, c'est-à-dire la liste des providers (Google, Facebook, ...) auxquels il 
gpwListeUtilisateur	1410089604	Groupware utilisateur	Récupère la liste des utilisateurs du groupware utilisateur.
gpwRéinitialiseMotDePasse	1000024854	Groupware utilisateur	Réinitialise le mot de passe d'un utilisateur inscrit.
grAngleDépart	1410088085	gestion des graphes	Indique l'angle de départ de la première part dans un graphe de type :Secteur, Hémicycle ou Donut.Secteur multiniveau.Graphe circulaire de progrès.
GraphQLExécuteRequête	1410091373	GraphQL	Exécute une requête GraphQL.
grCPAjouteDonnée	1410087792	gestion des graphes	Ajoute une donnée à un graphe circulaire de progrès.
grCPSensDeRotation	1410087791	gestion des graphes	Fixe le sens de rotation d'un graphe circulaire de progrès.
grCPValeurMaximale	1410087801	gestion des graphes	Fixe la valeur maximale du graphe circulaire de progrès.
grHistoTypeBarre	1410090175	gestion des graphes	Définit le type de barre à utiliser dans un graphe de type histogramme.
GrilleAjouteColonne	1410086675	Grille	Ajoute une nouvelle colonne dans un champ Grille.
GrilleAjouteLigne	1410086676	Grille	Ajoute une nouvelle ligne dans un champ Grille.
GrilleInsèreColonne	1410086677	Grille	Insère une nouvelle colonne dans un champ Grille.
GrilleInsèreLigne	1410086678	Grille	Insère une nouvelle ligne dans un champ Grille.
GrilleSupprimeColonne	1410086679	Grille	Supprime une colonne dans un champ Grille.
GrilleSupprimeLigne	1410086680	Grille	Supprime une ligne dans un champ Grille.
grNuageOpacitéSérie	1410091379	gestion des graphes	Modifie le facteur d'opacité d'une série dans un graphe de type "Nuage de points".Attention : Cette fonction est disponible uniquement à partir de la 
grNuageTypePointSérie	1410091380	gestion des graphes	Modifie la forme du point d'une série dans un graphe de type "Nuage de points".Nouveauté 2026Attention : Cette fonction est disponible uniquement à pa
grNuageTypeTraitSérie	1410091378	gestion des graphes	Modifie le type de trait d'une série dans un graphe de type "Nuage de points".Nouveauté 2026Attention : Cette fonction est disponible uniquement à par
grPIImage	1410090782	gestion des graphes	Définit l'image utilisée pour illustrer les données d'un graphe de type "Pourcentage imagé".
grPIValeurMaximale	1410090786	gestion des graphes	Permet de spécifier la valeur maximale du graphe permettant de calculer automatiquement les pourcentages d'un graphe de type "Pourcentage imagé".
grPourcentageTrou	1410088089	gestion des graphes	Modifie le pourcentage correspondant au rayon du trou d'un graphe de type : Beignet (Donut), Graphe circulaire de progrès.
grSauveImage	1000024953	gestion des graphes	Sauve l'image d'un graphe dans une variable de type Image.
grVignetteCatégorie	1410090677	gestion des graphes	Initialise une image de catégorie dans les graphes de type Secteur, Beignet ou Hémicycle.
grWaffleTaille	1410089812	gestion des graphes	Permet de définir le nombre de lignes et de colonnes d'un graphe de type Waffle.
grWaffleTypeCellule	1410089815	gestion des graphes	Permet de définir la forme des cellules d'un graphe de type Waffle.
gValeurMémorisée	1410088363	manipulation de chaînes graphiques	Ajoute une valeur "invisible" dans un élément d'un champ Liste, Combo ou Planning.
gValeurMémoriséeActive	1410088364	manipulation de chaînes graphiques	Autorise ou non la récupération de la valeur définie par la fonction gValeurMémorisée dans un champ Liste, Combo ou Rouleau.
HauteurAdaptée	1410090795		
HClusterNoeudMaître	1410087885	WLangage	Renvoie le nom du noeud maître dans un cluster HFSQL.
HDécritIndexSémantique	1410086684	HFSQL	Décrit un index sémantique d'un fichier de données créé par programmation.
HEnregistrementVersChaîne	1000025983	HFSQL	Convertit sous forme de chaîne le contenu de l'enregistrement en cours (dans un fichier de données, une vue HFSQL, une requête, ...).
HExécuteProcédureAsynchrone	1410091042	HFSQL Client/Serveur	Exécute une procédure stockée en mode asynchrone.
HExécuteRequêteAsynchrone	1000026094	HFSQL	Exécute une requête de type SELECT de manière asynchrone.
HExécuteRequêteSQLAsynchrone	1000026095	HFSQL	Exécute une requête SQL de manière asynchrone.
HExporteChaîneJSON	1410088487	HFSQL	Exporte les enregistrements d'un fichier de données (HFSQL ou OLE DB), d'une vue ou d'une requête dans une chaîne au format JSON.
HImporteCSV	1410090596	HFSQL	Importe un fichier CSV dans un fichier de données au format HFSQL Classic ou Client/Serveur (fichier de données décrit sous l'éditeur d'analyses, ou d
HInfoDroitRubrique	1410089919	HFSQL Client/Serveur	Permet de connaître les droits accordés sur une rubrique.
HJSONVersEnregistrement	1000021910	HFSQL	Importe des données JSON vers l'enregistrement courant.
HListeCléSémantique	1410086681	HFSQL	Renvoie la liste des clés sémantiques présentes dans un fichier de données (une requête ou une vue) reconnu par le moteur HFSQL.
HListeCléSpatiale	1410090426	HFSQL	Renvoie la liste des clés spatiales d'un fichier de données (d'une requête ou d'une vue) reconnues par le moteur HFSQL.
HListeFichiersSurveillés	1410089900	HFSQL Client/Serveur	Renvoie la liste des fichiers de données surveillés par la fonction HSurveille.
HListeHistoriquePlanification	1410090762	HFSQL Client/Serveur	Liste l'historique d'exécution d'une opération planifiée sur un serveur HFSQL : tâche planifiée (procédure stockée), sauvegarde, optimisation, rafraîc
HListeHistoriqueRéindexation	1410091060	HFSQL Client/Serveur	Liste les différentes opérations effectuées sur les fichiers de données en cours ou celles qui ont eu lieu pendant les dernières 24 heures et sur les 
HListeIndexSémantique	1410091375	HFSQL	Renvoie la liste des index sémantiques d'un fichier de données reconnu par le moteur HFSQL.
HMiseAJourLiaison	1000024555	HFSQL Client/Serveur	Met à jour sur le serveur l'ensemble des liaisons impliquant un fichier de données HFSQL Client/Serveur.
HModifieDroitRubrique	1410089918	HFSQL Client/Serveur	Modifie les droits accordés sur une rubrique d'un fichier de données HFSQL Client/Serveur pour un utilisateur ou un groupe.
HOuvreAnalyseComplémentaire	1410090082	HFSQL	Ouvre une nouvelle analyse tout en conservant l'analyse principale de l'application.
HPolitiqueSécuritéDébloqueCompte	1410091235	HFSQL Client/Serveur	Permet de débloquer le compte d'un utilisateur bloqué à cause d'un trop grand nombre de tentatives d'ouverture de connexion infructueuses.
HPolitiqueSécuritéModifie	1410091205	HFSQL Client/Serveur	Modifie la politique de sécurité des mots de passe d'un serveur HFSQL.
HPolitiqueSécuritéRécupère	1410091207	HFSQL Client/Serveur	Récupère la politique de sécurité d'un serveur HFSQL.
HPolitiqueSécuritéVérifie	1410091206	HFSQL Client/Serveur	Vérifie que la politique de sécurité des mots de passe associée au serveur HFSQL est respectée pour chacun des comptes des utilisateurs.
HRecalculeEmbedding	1410086682	HFSQL	Recalcule l'embedding d'un index sémantique.
HRéindexeAsynchrone	1410091053	HFSQL Client/Serveur	Reconstruit l'index d'un fichier de données HFSQL Client/Serveur (fichier d'extension ".NDX"). Cette réindexation est asynchrone : elle est effectuée 
HRequêteExécutée	1410090242	HFSQL	Permet de savoir si une requête a été exécutée.
HRplAjouteFichier	1410090462	WLangage	Ajoute un fichier de données dans une réplication universelle.
HRSIgnoreErreur	1410090182	WLangage	Ignore les erreurs pour que la réplication entre serveurs HFSQL puisse continuer à s'exécuter.
HRSRenommeNomServeur	1410088521	WLangage	Renomme le nom DNS du serveur de la réplication si celui-ci a changé de nom.
HRSTransformeSpareEnServeur	1410091035	WLangage	Transforme un serveur Spare en un serveur HFSQL. Il est ainsi possible de supprimer les réplications d'un serveur spare pour pouvoir l'utiliser à nouv
HSourceDeDonnéesConnue	1410090243	HFSQL	Permet de savoir si une source de données est initialisée.
HStatCalculeAsynchrone	1410091108	HFSQL Client/Serveur	Réalise diverses statistiques sur les clés d'un fichier de données HFSQL Client/Serveur.
HSuggèreClé	1000025903	HFSQL Client/Serveur	Renvoie une liste de clés à ajouter aux fichiers de données afin d'améliorer les performances des requêtes.
HSuggèreCléDébut	1000025905	HFSQL Client/Serveur	Lance la collecte d'informations sur les requêtes exécutées.
HSuggèreCléFin	1000025906	HFSQL Client/Serveur	Termine la collecte d'informations sur les requêtes exécutées.
HSupprimeHistoriquePlanification	1410090760	HFSQL Client/Serveur	Supprime l'historique d'exécution d'un élément planifié sur un serveur HFSQL : tâche planifiée (procédure stockée), sauvegarde, optimisation, rafraîch
HSupprimeToutHistoriquePlanification	1410090761	HFSQL Client/Serveur	Purge la totalité de l'historique d'exécution des éléments planifiés sur un serveur HFSQL.
HSupprimeVue	1410088606	HFSQL Client/Serveur	Supprime une vue matérialisée sur le serveur HFSQL.
HTMLActiveDébogueur	1410087849	Affichage HTML	Active le débogueur HTML/Javascript sur les champs HTML basé sur CEF (Chromium) : Champ d'affichage HTML ou champ Editeur HTML.
HTMLChercheElémentParBalise	1000026272	gestion des fichiers HTML	Cherche les éléments d'un document HTML (ou d'un noeud HTML) correspondant à une balise.
HTMLChercheElémentParClasse	1000026177	gestion des fichiers HTML	Cherche les éléments d'un document HTML (ou d'un noeud HTML) pour lesquels l'attribut "class" correspond à une valeur spécifique.
HTMLChercheElémentParID	1000025915	gestion des fichiers HTML	Cherche l'élément d'un document HTML (ou d'un noeud HTML) dont l'attribut "ID" correspond à une valeur spécifique.
HTMLChercheElémentParNom	1000025913	gestion des fichiers HTML	Cherche les éléments d'un document HTML (ou d'un noeud HTML) dont l'attribut "name" correspond à une valeur spécifique.
HTMLConstruitChaîne	1000025909	gestion des fichiers HTML	Génère une chaîne de caractères au format UTF8 contenant un document HTML.
HTMLDepuisEmail	1410087263	Affichage HTML	Importe le contenu HTML d'un email et ses images dans un champ d'affichage HTML. Les images contenues dans l'email sont également affichées dans le ch
HTMLDésencadreTousLesFils	1410087613	gestion des fichiers HTML	Supprime le noeud spécifié dans un document HTML sans supprimer ses fils, qui prennent sa place.
HTMLEncadre	1410087611	gestion des fichiers HTML	Encadre le noeud spécifié dans un noeud donné d'un document HTML.
HTMLEncadreTousLesFils	1410087612	gestion des fichiers HTML	Encadre tous les fils du noeud donné dans un nouveau noeud dans un document HTML.
HTMLExécuteProcédureNavigateur	1000025920	Affichage HTML	Exécute une procédure WLangage navigateur WEBDEV dans un champ d'affichage HTML avec une page créée par WEBDEV.
HTMLExécuteTraitementChamp	1000025969	Affichage HTML	Lance l'exécution d'un événement WLangage associé à un champ présent dans une page HTML affichée par une champ d'affichage HTML.
HTMLInsèreAprès	1410087610	gestion des fichiers HTML	Ajoute un noeud après le noeud spécifié dans un document HTML.
HTMLInsèreAvant	1410087609	gestion des fichiers HTML	Ajoute un noeud avant le noeud spécifié dans un document HTML.
HTMLInsèreDernierFils	1410087616	gestion des fichiers HTML	Ajoute un fils après les fils du noeud courant dans un document HTML.
HTMLInsèrePremierFils	1410087615	gestion des fichiers HTML	Ajoute un fils au début des fils du noeud courant dans un document HTML.
HTMLModifieAttribut	1410087618	gestion des fichiers HTML	Ajoute ou modifie un attribut du noeud courant du document HTML.
HTMLOuvre	1000025907	gestion des fichiers HTML	Charge un document HTML dans une variable de type htmlDocument.
HTMLSauve	1000025908	gestion des fichiers HTML	Sauve le contenu d'une variable de type htmlDocument dans un fichier HTML.
HTMLSupprime	1410087614	gestion des fichiers HTML	Supprime le noeud spécifié et son arborescence dans un document HTML.
HTMLSupprimeAttribut	1410087619	gestion des fichiers HTML	Supprime un attribut donné
HTMLSupprimeFils	1410087617	gestion des fichiers HTML	Supprime un noeud donné dans le noeud courant d'un document HTML.
HTMLSurErreurJS	1000026259	Affichage HTML	Indique la procédure à appeler en cas d'erreur dans l'exécution du Javascript dans un champ d'affichage HTML.
HTMLValeurChamp	1000025968	Affichage HTML	Permet de connaître ou modifier un champ d'un formulaire HTML présent dans un champ d'affichage HTML.
HTMLValideFormulaire	1000025970	Affichage HTML	Valide le formulaire d'une page HTML affichée dans un champ d'affichage HTML.
HTMLVersPDF	1410088984	gestion des fichiers HTML	Convertit une chaîne HTML ou un buffer HTML en un buffer contenant un document PDF.
HTransactionEnCours	1000025274	HFSQL	Permet de savoir si une transaction est en cours.
HTransactionPointDeSauvegarde	1410087841	HFSQL Client/Serveur	Déclare un point de sauvegarde pour une transaction.
HTransactionRetourneAuPointDeSauvegarde	1410087842	HFSQL Client/Serveur	Annule la transaction jusqu'au point de sauvegarde.
HTriggerEnregistrementAvant	1000025873	HFSQL	Récupère la valeur de l'enregistrement en cours avant l'exécution du ou des triggers.
HTTPEnvoieAsynchrone	1410091208	HTTP	Envoie une requête HTTP en mode asynchrone : le programme continue de s'exécuter et la réponse est traitée par une procédure spécifique.Attention : Ce
HVérifieIndexAsynchrone	1410091105	HFSQL Client/Serveur	Vérifie que les données contenues dans le fichier d'index (fichier .NDX) référencent correctement les données contenues dans le fichier de données HFS
HVérifieMémoAsynchrone	1410091107	HFSQL Client/Serveur	Vérifie l'intégrité structurelle des mémos d'un fichier de données HFSQL Client/Serveur.
IACalculeSimilaritéSémantique	1410091321	Intelligence Artificielle (IA)	Calcule le score de similarité sémantique entre : 2 vecteurs sémantiques, 1 vecteur sémantique et une collection de vecteurs sémantiques. 2 collection
IACollectionVecteurSémantiqueMoyenne	1410091325	Intelligence Artificielle (IA)	Calcule et renvoie le vecteur sémantique représentant la moyenne d'une collection de vecteurs sémantiques.
IACréeCollectionVecteurSémantique	1410091322	Intelligence Artificielle (IA)	Crée une collection de vecteurs sémantique à partir de données brutes.
IACréeVecteurSémantique	1410091316		
IADétecte	1410087942	Intelligence Artificielle (IA)	Détecte différents éléments sur une image : objets, visages, ... Cette détection est réalisée grâce à l'intelligence artificielle (IA).
IADétecteContour	1410089109	Intelligence Artificielle (IA)	Détecte les contours des formes présentes dans une image.
IADétecteDessin	1410089108	Intelligence Artificielle (IA)	Classifie les dessins à main levée parmi cercle, carré et triangle.
IAListeModèleChat	1410086702	Intelligence Artificielle (IA)	Renvoie sous forme de chaîne la liste des modèles d'IA : disponibles pour un fournisseur. disponibles pour un champ Chat IA.Attention : Cette fonction
IAModèleDétecte	1410087982		
IAVecteurSémantiqueNormalise	1410091354		
IBANValide	1410089019	diverses Windows	Teste la validité d'un IBAN (International Bank Acount Number).
iCloudCléValeurEcrit	1410088739	iCloud	Permet d'enregistrer la valeur d'une clé dans un conteneur de paires "clé-valeur" basé sur Apple iCloud.
iCloudCléValeurExiste	1410088740	iCloud	Vérifie l'existence d'une clé dans un conteneur de paires "clé-valeur" basé sur Apple iCloud.
iCloudCléValeurListeClé	1410088856	iCloud	Liste les clés contenues dans un conteneur de "clé-valeur" de Apple iCloud.
iCloudCléValeurLit	1410088741	iCloud	Lit la valeur d'une clé dans un conteneur de paires clé-valeur basé sur Apple iCloud.
iCloudCléValeurSupprime	1410088742	iCloud	Supprime une clé dans un conteneur de paires clé-valeur basé sur Apple iCloud.
iCloudCléValeurSurveille	1410088760	iCloud	Définit la procédure appelée lors du changement de la valeur d'une clé dans un conteneur de paires clé-valeur basé sur Apple iCloud.
iDéfinitXMPSupplémentaire	1000025142	impression	Ajoute des balises XMP dans les métadonnées du fichier PDF généré.
iEnchaînementAjouteDiagramme	1410088662	impression	Ajoute une impression d'un document de type Diagramme dans un enchaînement d'impressions d'états.
iImprimeDiagramme	1410088189	impression	Imprime un diagramme provenant : d'un champ Editeur de diagrammes, d'un fichier "wddiag",d'une variable de type Diagramme.
iImprimeZoneMarkdown	1410089011	impression	Imprime un texte au format Markdown dans une zone rectangulaire.
iInitEtatInterne	1000024611	impression	Initialise les paramètres d'un état interne utilisé par un état.
iInitEtatVerso	1410090612	impression	Initialise les paramètres de l'état qui sera imprimé au verso d'un autre état.
InfoAsynchrone	1000025269	Boîtes de dialogue	Affiche un message personnalisé et non bloquant dans une fenêtre d'information système.
InfoAvecDélaiAsynchrone	1000025271	Boîtes de dialogue	Affiche un message personnalisé dans une fenêtre d'information système non bloquante pendant un délai défini.
InfoImage	1410091104	dessin	Récupère les caractéristiques d'un fichier image ou d'un fichier PDF :format.largeur et hauteur.nombre de bits par pixel.zone de transparence.
iOSApplicationOpenURLProcédure	1410089346	gestion du téléphone	Permet de spécifier la procédure à appeler lorsque l'application doit ouvrir une ressource désignée par une URL.
iOSRépertoireAppGroup	1410088694	gestion du téléphone	Renvoie le chemin du répertoire du conteneur permettant de partager des fichiers entre plusieurs applications appartenant à un même App Group iOS.
Italie.VérifieCF	1410089243	gestion des identifiants administratifs	Teste la validité d'un numéro CF (numéro d'identification personnel en Italie).
Italie.VérifieIVA	1410089247	gestion des identifiants administratifs	Teste la validité d'un numéro IVA (numéro d'identification d'entreprise en Italie).
Italie.VérifieNuméroFiscal	1410090226	gestion des identifiants administratifs	Teste la validité d'un numéro fiscal en Italie.Cette fonction est disponible en code navigateur à partir de la version 2026 Update 1.
JourDansLAnnéeVersDate	1410090781	gestion des dates et des heures	Renvoie la date (au format "AAAAMMJJ") correspondant à un numéro de jour dans l'année.
JourEnCours	1410089835	gestion des dates et des heures	Renvoie le numéro du jour en cours dans le mois courant.
JSONOuvreLecteur	1410090784	gestion du format JSON	Crée un lecteur permettant de lire un document JSON sans le charger en mémoire.
JSONValide	1410089147	gestion du format JSON	Teste la validité d'une chaîne au format JSON.
JSONVersTable	1410090328	gestion du format JSON	Initialise le contenu d'un champ Table ou Table hiérarchique à partir d'une chaîne JSON ou d'une variable JSON.
JSONVersXML	1410087330	gestion du format JSON	Convertit une chaîne de caractères au format JSON en une chaîne de caractères au format XML.
JWTCréeAssertion	1410091014	gestion des protocoles OAuth et OpenID	Crée une assertion JWT.
KanbanAffiche	1410089522	Kanban	Rafraîchit l'affichage d'un champ Kanban ou d'une carte d'un champ Kanban.
KanbanAjouteCarte	1410089140	Kanban	Ajoute une carte dans une liste d'un champ Kanban.
KanbanAjouteListe	1410089137	Kanban	Ajoute une nouvelle liste dans un champ Kanban.
KanbanDéplaceCarte	1410089144	Kanban	Déplace une carte dans un champ Kanban.
KanbanDéplaceListe	1410089540	Kanban	Déplace une liste de Kanban dans un champ Kanban.
KanbanEnregistre	1410089562	Kanban	Modifie l'enregistrement associé à la carte en cours dans le champ Kanban fichier.
KanbanFiltre	1410089534	Kanban	Affiche uniquement les cartes correspondant au filtre spécifié.
KanbanIndiceListe	1410089317	Kanban	Renvoie l'indice d'une liste présente dans un champ Kanban.
KanbanInfoXY	1410089224	Kanban	Renvoie pour une position donnée dans un champ Kanban (coordonnées d'un point du champ) :soit le numéro de la carte pour la position indiquée, soit le
KanbanInsèreCarte	1410089316	Kanban	Insère une carte dans une liste de Kanban.
KanbanInsèreListe	1410089539	Kanban	Insère une liste de Kanban dans un champ Kanban.
KanbanOccurrence	1410089240	Kanban	Renvoie le nombre de cartes ou de listes dans un champ Kanban.
KanbanPositionListe	1410089241	Kanban	Permet de faire défiler une liste d'un champ Kanban afin d'afficher une carte donnée.
KanbanSupprimeCarte	1410089141	Kanban	Supprime une carte d'un champ Kanban ou d'un champ Liste de Kanban.
KanbanSupprimeListe	1410089239	Kanban	Supprime une liste de Kanban d'un champ Kanban.
KanbanSupprimeToutCarte	1410089143	Kanban	Supprime toutes les cartes d'un champ Kanban ou d'un champ Liste de Kanban.
KanbanVersImage	1410089138		
LecteurPDFAfficheSignet	1410089202	Lecteur PDF	Positionne le document PDF affiché dans le champ Lecteur PDF sur le signet demandé.
LecteurPDFInfoXY	1000025332	Lecteur PDF	Renvoie pour une position donnée dans un champ Lecteur PDF (coordonnées d'un point du champ) : soit le numéro de la page pour la position indiquée, so
LecteurPDFSauve	1000024898	Lecteur PDF	Sauve le contenu d'un champ Lecteur PDF dans un fichier.
LienCouleurRTF	1410087292		
ListeProcédureChargeImage	1410090789	Liste	Permet d'indiquer la procédure appelée lors de l'affichage d'une ligne d'un champ Liste image. Il est ainsi possible d'afficher une image calculée plu
LuhnCalcule	1410087276	cryptage/compression	Calcule le prochain chiffre de contrôle de Luhn pour une suite donnée.
LuhnVérifie	1410087277	cryptage/compression	Vérifie que la suite donnée respecte bien la formule de Luhn.
MarkdownLien	1410090230	gestion des chaînes	Ajoute un lien cliquable dans une chaîne Markdown. Il est ainsi possible d'ajouter un lien dans le libellé d'un champ au format Markdown.
MarkdownVersDOCX	1410089153	gestion des chaînes	Convertit une chaîne de caractères au format Markdown en un document au format DOCX.
MarkdownVersHTML	1410088874	gestion des chaînes	Convertit une chaîne de caractères au format Markdown en un buffer au format HTML (encodé en UTF8).
MarkdownVersPDF	1410089119	gestion des chaînes	Convertit une chaîne (ou un buffer) au format Markdown en un buffer contenant un document PDF.
MarkdownVersTexte	1410089001	gestion des chaînes	Convertit une chaîne de caractères au format Markdown en une chaîne de caractères au format texte (sans balises).
MasqueCodePostal	1000024742	Masque	Récupère le masque de saisie du code postal adapté à un pays donné.
MasqueFormate	1000024738	Masque	Formate une chaîne de caractères à l'aide d'une variable de type MasqueDeSaisie.
MasqueNuméroDeTéléphone	1000024741	Masque	Récupère le masque de saisie du numéro de téléphone adapté à un pays donné.
MémoTélécharge	1410086743	diverses WEBDEV	Optimise le temps de chargement du contenu d'une rubrique HFSQL de type "Mémo" sur la machine de l'internaute.
MémoVisualise	1410086742	diverses WEBDEV	Lance la visualisation d'un fichier contenu dans une rubrique "Mémo" dans le navigateur.
MenuAjouteMenuNavigateur	1410090921	Menu	Ajoute un nouveau menu dans un menu existant. Ce nouveau menu peut exécuter une procédure navigateur passée en paramètre.
MenuAjouteOptionNavigateur	1410090920	Menu	Ajoute une nouvelle option de menu à la suite de la dernière option d'un menu (déroulant ou contextuel). Cette option de menu exécute une procédure na
ModbusConnecteRTU	1000025929	Modbus	Connecte un poste client à un esclave Modbus via le port série.
ModbusConnecteTCP	1000025930	Modbus	Connecte un poste client à un serveur Modbus via le protocole TCP.
ModbusDéconnecte	1000025931	Modbus	Ferme la session Modbus.
ModbusEcritBit	1000025932	Modbus	Écrit un ou plusieurs bits à une adresse précise dans un esclave Modbus.
ModbusEcritFlottant	1000025933	Modbus	Ecrit une ou plusieurs flottants simple précision à partir d'une adresse précise dans un esclave Modbus.
ModbusEcritRegistre	1000025934	Modbus	Ecrit un ou plusieurs registres (valeur 16 bits) à partir d'une adresse précise dans un esclave Modbus.
ModbusEnvoieTrameBrute	1410089145	Modbus	Envoie une trame brute à un esclave Modbus. Il est ainsi possible de communiquer avec des automates qui disposent de fonctionnalités non-standards.
ModbusLitBit	1000025935	Modbus	Lit un ou plusieurs bits à partir d'une adresse précise sur un esclave Modbus.
ModbusLitFlottant	1000025936	Modbus	Lit un ou plusieurs flottants "simple précision" à partir d'une adresse précise dans un esclave Modbus.
ModbusLitRegistre	1000025937	Modbus	Lit un ou plusieurs registres à partir d'une adresse précise dans un esclave Modbus.
MongoExécuteLotOpérations	1410089189	MongoDB	Effectue un ensemble d'opérations d'écriture MongoDB en lot. Il est ainsi possible d'éviter des latences réseau qui pourraient subvenir en effectuant 
MongoPipelineAgrégation	1000025267	MongoDB	Permet de récupérer des documents issus de la transformation et de l'agrégation en plusieurs étapes.
NavigateurPartage	1410089642	gestion du navigateur	Lance le partage natif de l'appareil.
NotifPushAbonne	1410089870	gestion du téléphone	Abonne l'application Android en cours aux notifications push relatives à un sujet.
NotifPushDésabonne	1410089871	gestion du téléphone	Désabonne l'application des notifications push envoyées pour le sujet spécifié.
NotifPushEnvoieAbonné	1410089872	gestion du téléphone	Envoie une notification push distante aux appareils Android abonnés d'un sujet.
OCRAjouteLangue	1000025728	OCR	Ajoute une langue de détection à l'OCR natif.
OCRChargeLangue	1000025790	OCR	Ajoute une langue à l'OCR natif.
OCRDétecteZoneTexte	1000025704	OCR	Renvoie toutes les zones de texte d'une image sans lire le texte.
OCRExtraitBlocTexte	1000025703	OCR	Renvoie tous les blocs texte d'une image.
OCRExtraitTexte	1000025699	OCR	Lit le texte contenu dans une image.
OCRParamètre	1000025701	OCR	Initialise les options générales de l'OCR (Optical Character Recognition) natif.
OCRRépertoireModèle	1000025700	OCR	Permet de définir le répertoire contenant les modèles de langue pour l'OCR natif.
OCRSupprimeToutesLangues	1000025729	OCR	Supprime toutes les langues de l'OCR natif.
oDriveConnecte	1410089376	Drive	Crée une connexion à un drive OneDrive.
OKAnnulerAsynchrone	1000025308	Boîtes de dialogue	Affiche un message dans une boîte de dialogue standard non bloquante proposant les réponses "OK" et "Annuler" et appelle une procédure WLangage avec l
OpenAPIVersHTTP	1410088947	HTTP	Construit la requête HTTP d'appel à une fonction d'une API. Elle pourra ensuite être envoyée grâce à la fonction HTTPEnvoie.
OuiNonAsynchrone	1000025272	Boîtes de dialogue	Affiche un message dans une boîte de dialogue standard non bloquante proposant les réponses "Oui" et "Non" et appelle une procédure WLangage avec la r
OuvreAsynchrone	1410087804	gestion des fenêtres	Ouvre une fenêtre dont le résultat sera récupéré via une procédure WLangage (appelée "callback").
OuvreDocumentAsynchrone	1410088182	diverses WINDEV	Ouvre un document dans une nouvelle fenêtre (non modale) en utilisant l'éditeur WINDEV adapté au document. Le résultat pourra être récupéré via une pr
